A,B,Weight
2010_25,Beltran_Leyva,8
2010_25,Beltran_Leyva_Family,2
2010_25,Familia,1
2010_25,Golfo,3
2010_25,Juarez,8
2010_25,Sinaloa,14
2010_25,Sinaloa_Family,3
2010_25,Tijuana,4
2010_25,Zetas,7
2010_25,Otros,3
2000_26,Juarez,1
2000_26,Sinaloa,1
2001_26,Juarez,1
2001_26,Sinaloa,1
2001_26,Tijuana,2
2002_26,Tijuana,2
2003_26,Sinaloa,3
2003_26,Tijuana,1
2004_26,Juarez,2
2004_26,Sinaloa,2
2004_26,Tijuana,1
2005_26,Beltran_Leyva,5
2005_26,Golfo,2
2005_26,Juarez,2
2005_26,Sinaloa,5
2005_26,Zetas,2
2006_26,Beltran_Leyva,5
2006_26,Golfo,2
2006_26,Juarez,1
2006_26,Sinaloa,6
2006_26,Tijuana,1
2006_26,Zetas,5
2007_26,Beltran_Leyva,4
2007_26,Beltran_Leyva_Family,1
2007_26,Golfo,4
2007_26,Juarez,2
2007_26,Sinaloa,8
2007_26,Zetas,5
2008_26,Beltran_Leyva,7
2008_26,Golfo,6
2008_26,Juarez,1
2008_26,Sinaloa,6
2008_26,Tijuana,2
2008_26,Zetas,10
2009_26,Beltran_Leyva,11
2009_26,Beltran_Leyva_Family,1
2009_26,Familia,2
2009_26,Golfo,5
2009_26,Juarez,2
2009_26,Sinaloa,9
2009_26,Sinaloa_Family,2
2009_26,Tijuana,2
2009_26,Zetas,4
2010_26,Beltran_Leyva,10
2010_26,Beltran_Leyva_Family,1
2010_26,Familia,1
2010_26,Golfo,4
2010_26,Juarez,3
2010_26,Sinaloa,8
2010_26,Sinaloa_Family,1
2010_26,Tijuana,3
2010_26,Zetas,8
2005_27,Beltran_Leyva,1
2005_27,Juarez,1
2005_27,Sinaloa,1
2006_27,Golfo,10
2006_27,Zetas,3
2007_27,Familia,1
2007_27,Golfo,10
2007_27,Zetas,8
2007_27,Otros,1
2008_27,Familia,2
2008_27,Golfo,14
2008_27,Sinaloa,1
2008_27,Zetas,14
2009_27,Beltran_Leyva,2
2009_27,Golfo,13
2009_27,Zetas,16
2009_27,Otros,1
2010_27,Beltran_Leyva,2
2010_27,Golfo,10
2010_27,Sinaloa,1
2010_27,Zetas,16
2010_27,Otros,1
2000_28,Golfo,4
2000_28,Juarez,2
2000_28,Tijuana,4
2001_28,Beltran_Leyva,1
2001_28,Golfo,4
2001_28,Zetas,1
2002_28,Golfo,2
2002_28,Juarez,3
2002_28,Tijuana,4
2002_28,Zetas,1
2003_28,Golfo,9
2003_28,Juarez,1
2003_28,Sinaloa,1
2003_28,Zetas,4
2004_28,Beltran_Leyva,2
2004_28,Familia,1
2004_28,Golfo,7
2004_28,Juarez,1
2004_28,Sinaloa,2
2004_28,Tijuana,1
2004_28,Zetas,4
2005_28,Beltran_Leyva,4
2005_28,Familia,1
2005_28,Golfo,8
2005_28,Juarez,2
2005_28,Sinaloa,4
2005_28,Tijuana,1
2005_28,Zetas,8
2006_28,Beltran_Leyva,3
2006_28,Familia,5
2006_28,Golfo,13
2006_28,Juarez,1
2006_28,Sinaloa,5
2006_28,Tijuana,1
2006_28,Zetas,10
2006_28,Otros,3
2007_28,Beltran_Leyva,3
2007_28,Familia,2
2007_28,Golfo,27
2007_28,Juarez,2
2007_28,Sinaloa,3
2007_28,Tijuana,1
2007_28,Zetas,13
2007_28,Otros,3
2008_28,Beltran_Leyva,2
2008_28,Beltran_Leyva_Family,2
2008_28,Familia,5
2008_28,Golfo,25
2008_28,Sinaloa,6
2008_28,Sinaloa_Family,3
2008_28,Tijuana,2
2008_28,Zetas,21
2008_28,Otros,5
2009_28,Beltran_Leyva,3
2009_28,Beltran_Leyva_Family,2
2009_28,Familia,3
2009_28,Golfo,29
2009_28,Juarez,2
2009_28,Sinaloa,6
2009_28,Sinaloa_Family,2
2009_28,Tijuana,3
2009_28,Zetas,23
2009_28,Otros,3
2010_28,Beltran_Leyva,4
2010_28,Beltran_Leyva_Family,2
2010_28,Familia,3
2010_28,Golfo,33
2010_28,Juarez,2
2010_28,Sinaloa,6
2010_28,Sinaloa_Family,2
2010_28,Zetas,34
2010_28,Otros,6
2007_29,Zetas,1
2008_29,Zetas,1
2009_29,Zetas,1
2010_29,Zetas,1
2000_30,Golfo,3
2000_30,Juarez,1
2000_30,Sinaloa,1
2001_30,Juarez,2
2001_30,Sinaloa,1
2001_30,Sinaloa_Family,1
2002_30,Golfo,1
2002_30,Juarez,1
2002_30,Sinaloa,1
2003_30,Golfo,6
2003_30,Zetas,3
2003_30,Otros,1
2004_30,Golfo,2
2004_30,Juarez,2
2004_30,Otros,1
2005_30,Familia,2
2005_30,Golfo,7
2005_30,Juarez,1
2005_30,Sinaloa,3
2005_30,Tijuana,1
2005_30,Zetas,9
2006_30,Beltran_Leyva,1
2006_30,Golfo,5
2006_30,Juarez,1
2006_30,Sinaloa,1
2006_30,Zetas,10
2006_30,Otros,1
2007_30,Golfo,19
2007_30,Juarez,1
2007_30,Sinaloa,2
2007_30,Sinaloa_Family,2
2007_30,Zetas,16
2007_30,Otros,2
2008_30,Beltran_Leyva,3
2008_30,Beltran_Leyva_Family,1
2008_30,Familia,5
2008_30,Golfo,24
2008_30,Juarez,2
2008_30,Sinaloa,7
2008_30,Zetas,36
2008_30,Otros,1
2009_30,Beltran_Leyva,7
2009_30,Beltran_Leyva_Family,2
2009_30,Familia,3
2009_30,Golfo,25
2009_30,Juarez,1
2009_30,Sinaloa,3
2009_30,Tijuana,1
2009_30,Zetas,36
2009_30,Otros,3
2010_30,Beltran_Leyva,9
2010_30,Beltran_Leyva_Family,2
2010_30,Familia,5
2010_30,Golfo,23
2010_30,Juarez,2
2010_30,Sinaloa,13
2010_30,Tijuana,2
2010_30,Zetas,41
2010_30,Otros,1
2000_31,Golfo,3
2000_31,Juarez,1
2001_31,Juarez,1
2002_31,Golfo,1
2002_31,Juarez,1
2003_31,Golfo,2
2003_31,Zetas,2
2004_31,Golfo,1
2004_31,Juarez,1
2004_31,Zetas,2
2005_31,Beltran_Leyva,1
2005_31,Golfo,2
2005_31,Zetas,3
2006_31,Beltran_Leyva,1
2006_31,Golfo,1
2006_31,Sinaloa,2
2006_31,Zetas,1
2006_31,Otros,1
2007_31,Beltran_Leyva,2
2007_31,Familia,1
2007_31,Golfo,4
2007_31,Juarez,2
2007_31,Sinaloa,2
2007_31,Sinaloa_Family,1
2007_31,Zetas,2
2008_31,Beltran_Leyva,2
2008_31,Golfo,4
2008_31,Sinaloa,1
2008_31,Sinaloa_Family,1
2008_31,Zetas,5
2009_31,Beltran_Leyva,3
2009_31,Golfo,4
2009_31,Juarez,1
2009_31,Sinaloa,2
2009_31,Sinaloa_Family,1
2009_31,Zetas,5
2009_31,Otros,1
2010_31,Beltran_Leyva,2
2010_31,Golfo,3
2010_31,Juarez,1
2010_31,Sinaloa,2
2010_31,Zetas,7
2010_31,Otros,1
2000_32,Golfo,1
2004_32,Golfo,2
2004_32,Sinaloa,2
2005_32,Beltran_Leyva,4
2005_32,Familia,2
2005_32,Golfo,2
2005_32,Juarez,1
2005_32,Sinaloa,3
2005_32,Zetas,2
2006_32,Familia,1
2006_32,Golfo,1
2006_32,Juarez,1
2006_32,Sinaloa,1
2006_32,Tijuana,2
2007_32,Golfo,5
2007_32,Juarez,2
2007_32,Sinaloa,3
2007_32,Zetas,7
2008_32,Beltran_Leyva,2
2008_32,Familia,2
2008_32,Golfo,12
2008_32,Sinaloa,3
2008_32,Sinaloa_Family,1
2008_32,Zetas,12
2009_32,Beltran_Leyva,2
2009_32,Beltran_Leyva_Family,1
2009_32,Golfo,13
2009_32,Juarez,1
2009_32,Sinaloa,4
2009_32,Sinaloa_Family,2
2009_32,Zetas,14
2010_32,Beltran_Leyva,2
2010_32,Familia,2
2010_32,Golfo,13
2010_32,Juarez,1
2010_32,Sinaloa,5
2010_32,Sinaloa_Family,1
2010_32,Zetas,13
